artist,track,date,danceability,energy,mood,track_id,mxm_track_id
Prince,I Would Die 4 U,2/2/1985,0.72,0.83,0.59,TRXICOZ12903CB340C,4948384
'Til Tuesday,Voices Carry,7/13/1985,0.56,0.59,0.52,TRBLYMP128F4261E19,746424
ABC,Be Near Me,11/9/1985,0.64,0.69,0.84,TRDTFOZ128EF35E23F,7658699
Sheena Easton,Sugar Walls,3/2/1985,0.73,0.56,0.91,TRGBOQG128F424ED29,5887850
Billy Joel,You're Only Human (Second Wind),8/31/1985,0.66,0.84,0.56,TRLVCZR128F426739D,6885808
Julian Lennon,Valotte,1/12/1985,0.56,0.55,0.19,TRTITPO128F1469632,1255260
Don Henley,All She Wants To Do Is Dance,5/4/1985,0.69,0.67,0.86,TRETYHL128F9308EF5,732589
Bruce Springsteen,Born In The U.S.A.,1/19/1985,0.23,0.9,0.41,TRSYANT128F93280EE,2783041
Loverboy,Lovin' Every Minute Of It,11/2/1985,0.41,0.81,0.66,TRPSWBT128F42BC2BB,1019462
Bruce Springsteen,I'm Goin' Down,10/26/1985,0.56,0.91,0.8,TRMEAGQ128F427BD1C,682189
Pat Benatar,Invincible,9/14/1985,0.53,0.55,0.73,TRPJFDI128F145C056,4040277
John Fogerty,The Old Man Down The Road,3/2/1985,0.41,0.97,0.46,TROEOZE128F931147B,13206103
Cyndi Lauper,The Goonies 'R' Good Enough,7/13/1985,0.48,0.75,0.8,TRCIQYP128F42AC5A3,8758081
Scritti Politti,Perfect Way,12/21/1985,0.72,0.67,0.8,TRZXERV128F1458FD6,5660951
Dead Or Alive,You Spin Me Round (Like A Record),8/17/1985,0.58,0.9,0.96,TRCZFUA12903CF80C9,8238965
Bryan Adams,Somebody,4/6/1985,0.55,0.77,0.5,TRVRNWJ128E0791D9D,1056404
Freddie Jackson,You Are My Lady,11/16/1985,0.7,0.25,0.4,TRXCRVE128F425A3A6,4587222
Jermaine Jackson,Do What You Do,1/5/1985,0.69,0.52,0.49,TRDVOLU128F4266344,3410982
Bryan Adams,One Night Love Affair,11/9/1985,0.41,0.81,0.52,TRHWBBE128E0791D9A,733722
Tom Petty and the Heartbreakers,Don't Come Around Here No More,5/18/1985,0.54,0.63,0.83,TRKSMKQ128E07918F8,810641
Tina Turner,One Of The Living,11/23/1985,0.69,0.86,0.88,TRKADSK128F92E46ED,3951994
Kim Carnes,Crazy In The Night (Barking At Airplanes),7/13/1985,0.68,0.71,0.8,TRJIBDN128F145BA59,4332541
Duran Duran,Save A Prayer,3/16/1985,0.56,0.72,0.67,TRLDHFZ12903D07387,3016104
Stevie Wonder,Love Light In Flight,2/2/1985,0.65,0.72,0.96,TRFNPZC128F14963D2,1517007
Limahl,Never Ending Story,6/15/1985,0.7,0.7,0.65,TRHKBEF128F4245E6F,8820263
Steve Perry,Foolish Heart,2/16/1985,0.67,0.37,0.62,TRDGYPA128F930ECBB,1185370
Billy Joel,Keeping The Faith,3/23/1985,0.79,0.67,0.85,TRFBEZY128F92EA532,717194
Eurythmics,Sisters Are Doin' It For Themselves,12/7/1985,0.68,0.82,0.96,TRUUVYA128F425A92B,9252931
Air Supply,Just As I Am,7/13/1985,0.38,0.53,0.44,TRASJWG12903CB9B8F,4780974
REO Speedwagon,One Lonely Night,6/1/1985,0.45,0.48,0.46,TRVSRVI128F4261843,1177875
Howard Jones,Life In One Day,9/7/1985,0.66,0.91,0.89,TRYAYTM128F146F151,692664
John Fogerty,Rock And Roll Girls,4/27/1985,0.8,0.7,0.77,TRNFIAC128F42A038C,860895
Julian Lennon,Say You're Wrong,6/1/1985,0.63,0.46,0.92,TREHPKK128F1469639,1255267
Rick Springfield,State Of The Heart,8/17/1985,0.7,0.56,0.68,TRUAIZR128F428A51D,2728367
John Waite,Every Step Of The Way,9/28/1985,0.61,0.84,0.6,TRATIOX12903CABDD2,3185571
Starpoint,Object Of My Desire,12/14/1985,0.76,0.57,0.9,TROMVAN128F92E95A9,2761418
Corey Hart,Boy In The Box,11/2/1985,0.67,0.66,0.75,TRFRNNZ128F145B457,1410755
Rick Springfield,Celebrate Youth,5/18/1985,0.61,0.97,0.8,TRAOWZT128F42BC395,2728365
Cyndi Lauper,Money Changes Everything,2/9/1985,0.56,0.88,0.47,TRAXJSP128F93199D2,1034761
Autograph,Turn Up The Radio,3/16/1985,0.8,0.77,0.7,TRZGUOU128F4245425,1451798
Kenny Loggins,Vox Humana,5/4/1985,0.54,0.85,0.37,TRGFKET128F42723E6,4144960
Alison Moyet,Invisible,6/1/1985,0.66,0.62,0.73,TRVWUFT128F4259720,1001076
Billy Joel,The Night Is Still Young,11/2/1985,0.52,0.66,0.47,TRPUDQL12903CBA48C,3245978
Don Henley,Not Enough Love In The World,7/27/1985,0.52,0.61,0.67,TRSYAKO128F9308EF6,7000972
Cock Robin,When Your Heart Is Weak,8/31/1985,0.75,0.63,0.92,TRXDVPO128F92E790E,1741451
Elton John,In Neon,1/12/1985,0.57,0.36,0.15,TRSAQWH128EF35F732,1194091
Kenny Loggins,Forever,7/20/1985,0.49,0.38,0.18,TRECOLR128F4266011,4144957
Wang Chung,To Live And Die In L.A.,12/14/1985,0.8,0.44,0.77,TRDYXNL128F14A2EB2,2937781
Go West,We Close Our Eyes,4/27/1985,0.7,0.58,0.93,TRIABPA128F9304586,1657981
Gino Vannelli,Black Cars,6/29/1985,0.68,0.96,0.64,TRGWOVH128F934A3B4,4984420
Loose Ends,Hangin' On A String (Contemplating),8/24/1985,0.74,0.67,0.96,TRVSQMP128F1458E71,5174057
John Fogerty,Centerfield,6/29/1985,0.8,0.94,0.97,TRXYEYX128F9311478,860900
Cheap Trick,Tonight It's You,10/12/1985,0.35,0.86,0.31,TRAODUC128F42803B6,4801641
Philip Bailey,Walking On The Chinese Wall,5/11/1985,0.49,0.7,0.53,TRKRTFC128F42677D7,1078258
Bronski Beat,Smalltown Boy,3/9/1985,0.84,0.52,0.96,TRISHJV128F934DF5F,6384685
Howard Jones,Like To Get To Know You Well,11/2/1985,0.75,0.59,0.88,TRGVKXB12903CD4CB9,692676
Limahl,Only For Love,8/10/1985,0.67,0.83,0.88,TRJRBUH128F146630B,7092311
KISS,Tears Are Falling,11/30/1985,0.53,0.73,0.28,TRSNISB128F147187B,1046138
Survivor,First Night,9/7/1985,0.49,0.87,0.35,TRMVLWX128F428AC4D,960320
Talking Heads,And She Was,11/2/1985,0.68,0.6,0.52,TRYCASO128F92EC56C,9058205
Go West,Call Me,7/20/1985,0.57,0.73,0.96,TRAZUIB128F933093D,1657983
Sade,Your Love Is King,7/27/1985,0.73,0.25,0.65,TRBPSFB128F92F3FCA,769880
John Waite,Change,4/6/1985,0.38,0.92,0.52,TRSHXOI128F146B1AE,3832549
Tom Petty and the Heartbreakers,Make It Better (Forget About Me),7/6/1985,0.56,0.59,0.79,TRTFCTB128E07918FA,810643
Bon Jovi,Only Lonely,5/25/1985,0.53,0.91,0.35,TRBEATE128E078F0D8,691405
Julian Lennon,Jesse,8/24/1985,0.82,0.78,0.85,TRQANKG128F146963A,1255268
Natalie Cole,Dangerous,6/8/1985,0.75,0.84,0.94,TRZPOEL128F932AD3E,8376529
Paul Hardcastle,Rain Forest,3/23/1985,0.77,0.69,0.92,TREFOSR128F42352E2,5258057
Gino Vannelli,Hurts To Be In Love,11/23/1985,0.23,0.19,0.15,TRGSHSK128F427E1FF,4984419
John Waite,Restless Heart,2/23/1985,0.55,0.77,0.84,TRHWPMY12903CA8F47,1171275
Klymaxx,Meeting In The Ladies Room,6/15/1985,0.84,0.64,0.96,TRVDUCI128F1459AC1,4732020
James Taylor,Everyday,12/14/1985,0.7,0.36,0.71,TRAMFFW128F4263AD7,1336328
'Til Tuesday,Looking Over My Shoulder,9/7/1985,0.57,0.6,0.67,TRPCUBH128F4264597,746421
Menudo,Hold Me,6/15/1985,0.81,0.56,0.97,TRBAMDY128F92EA685,8560556
Five Star,All Fall Down,10/12/1985,0.82,0.77,0.71,TRSWYCB128F4290C49,3432390
Loverboy,Dangerous,12/14/1985,0.61,0.91,0.68,TRBAWLI128F92C9687,1019468
Belouis Some,Some People,8/24/1985,0.7,0.79,0.85,TRFOICQ128F93138AA,12460334
Air Supply,The Power Of Love (You Are My Lady),8/24/1985,0.46,0.64,0.18,TRGEDWP128F92C2259,5783146
Jennifer Holliday,Hard Times For Lovers,10/19/1985,0.53,0.85,0.86,TRKROTT128F931E8AB,2224144
Kurtis Blow,Basketball,4/27/1985,0.87,0.7,0.88,TRGEOFZ128F148C4EE,3353761
Lone Justice,Ways To Be Wicked,6/1/1985,0.61,0.77,0.91,TRPGAQL128F933474B,1249575
Go West,Eye To Eye,10/26/1985,0.84,0.57,0.96,TRIALEQ128F933092C,1657984
Tom Petty and the Heartbreakers,Rebels,9/7/1985,0.54,0.78,0.57,TRNTNHD128E079194E,810639
Sister Sledge,Frankie,7/13/1985,0.44,0.53,0.46,TRAYTWK12903CD6B16,2641814
Jane Wiedlin,Blue Kiss,10/19/1985,0.76,0.58,0.96,TRLALBT128F425D43F,1502305
Kenny Rogers,Crazy,2/9/1985,0.73,0.22,0.41,TRCFPUK12903CA6FB2,1134522
Teena Marie,Jammin,5/4/1985,0.86,0.58,0.69,TRWREWL128F4265145,2628378
Alison Moyet,Love Resurrection,8/3/1985,0.66,0.84,0.94,TROIFBI128F425976A,1001073
John Waite,Welcome To Paradise,11/2/1985,0.56,0.43,0.31,TRKYWFD12903CABDD6,3185573
Kim Mitchell,Go For Soda,5/25/1985,0.53,0.74,0.34,TRLSIWC12903CE93E3,9963469
Depeche Mode,Master And Servant,9/14/1985,0.61,0.89,0.71,TRRDKDP12903C9E6B1,709931
Whodini,Friends,1/12/1985,0.87,0.39,0.75,TRMTELK128F42A27AF,2759585
Belouis Some,Imagination,5/18/1985,0.65,0.81,0.76,TRGVHTH128F93138AD,7486283
Whodini,Five Minutes Of Funk,1/5/1985,0.88,0.85,0.89,TRKIQXC128F42A27B6,2759580
Bangles,Walk Like An Egyptian,12/20/1986,0.69,0.63,0.37,TRCNYDE128F9342154,717522
Whitney Houston,Greatest Love Of All,5/17/1986,0.28,0.57,0.15,TRNLFPD128F428CAE9,1004827
Falco,Rock Me Amadeus,3/29/1986,0.39,0.9,0.43,TRDWYWW128F92C2EB1,2737571
Mr. Mister,Kyrie,3/1/1986,0.49,0.64,0.69,TRFQRYC12903CD0BB9,1148318
Madonna,Papa Don't Preach,8/16/1986,0.74,0.59,0.97,TRBIBLJ12903CCF436,1768479
Whitney Houston,How Will I Know,2/15/1986,0.92,0.58,0.62,TRDWGVF12903D09518,2727177
Janet Jackson,When I Think Of You,10/11/1986,0.67,0.67,0.57,TRAKTWZ128EF35E206,867318
Cyndi Lauper,True Colors,10/25/1986,0.39,0.23,0.27,TRJFAOJ128F931D308,4379210
Boston,Amanda,11/8/1986,0.44,0.42,0.25,TROXGPR128F4215E0D,2913697
Robert Palmer,Addicted To Love,5/3/1986,0.68,0.68,0.97,TRMVKSL128F14640E0,8252435
Pet Shop Boys,West End Girls,5/10/1986,0.83,0.48,0.94,TRAPMAJ128F93274C5,782756
Starship,Sara,3/15/1986,0.6,0.73,0.35,TREHIQX128F4284C99,1177343
Bananarama,Venus,9/6/1986,0.7,0.91,0.88,TRCRUIN128E078E0BC,6033041
Bon Jovi,You Give Love A Bad Name,11/29/1986,0.46,0.88,0.55,TRCUDPB128F932298B,2088019
Simply Red,Holding Back The Years,7/12/1986,0.65,0.46,0.78,TRKFUGZ12903CA41DB,939719
Heart,These Dreams,3/22/1986,0.36,0.53,0.17,TRKNCRF128F92C95B3,934222
Madonna,Live To Tell,6/7/1986,0.62,0.22,0.25,TRNCGLX12903CCF207,1768482
Genesis,Invisible Touch,7/19/1986,0.67,0.88,0.83,TRWNAVB128F1481E35,12445927
Lionel Richie,Dancing On The Ceiling,9/13/1986,0.46,0.97,0.39,TRFUJBZ128F1485E14,851076
Survivor,Burning Heart,2/1/1986,0.64,0.61,0.66,TRJHFWJ128F4284F40,13010387
Kenny Loggins,Danger Zone,7/26/1986,0.5,0.94,0.6,TRLQLJF128F9364C37,9231738
Glass Tiger,Don't Forget Me (When I'm Gone),10/11/1986,0.54,0.85,0.56,TRLUQMQ128F1465352,1091154
Bangles,Manic Monday,4/19/1986,0.71,0.69,0.85,TRCUJQU128F9310C06,7486280
Robert Palmer,I Didn't Mean To Turn You On,11/8/1986,0.72,0.75,0.92,TRGKQYE128F92E235D,3473198
Atlantic Starr,Secret Lovers,3/22/1986,0.59,0.52,0.6,TRTEJTX128F931FE8C,4476763
Wham!,I'm Your Man,2/1/1986,0.7,0.9,0.23,TRFZSTI128F425978E,7486279
Janet Jackson,Nasty,7/19/1986,0.83,0.96,0.7,TRYFKOZ128EF35E202,867314
Stevie Nicks,Talk To Me,1/25/1986,0.46,0.62,0.45,TRCTSAR128F9306235,787175
Genesis,Throwing It All Away,10/11/1986,0.5,0.65,0.39,TROUDVB128E0780D97,12445933
Janet Jackson,What Have You Done For Me Lately,5/17/1986,0.82,0.65,0.84,TRCEVWQ128EF35E203,867315
Howard Jones,No One Is To Blame,7/5/1986,0.77,0.31,0.64,TRKZUSE12903CD4C83,945321
James Brown,Living In America,3/1/1986,0.69,0.81,0.89,TRGKSMQ128F92DDC30,3296644
Eddie Money,Take Me Home Tonight,11/15/1986,0.61,0.84,0.68,TRCDYLN128F4265D8F,7203341
Don Johnson,Heartbeat,10/18/1986,0.62,0.59,0.78,TRYWUXO128F4265E18,10171715
Sade,The Sweetest Taboo,3/1/1986,0.47,0.66,0.83,TRHSRZI128F42598CC,4595175
Cameo,Word Up,11/22/1986,0.8,0.83,0.79,TRGLURC128F145A6A3,7909216
Billy Idol,To Be A Lover,12/20/1986,0.57,0.52,0.47,TRYANAT128F145C02E,687958
George Michael,A Different Corner,6/14/1986,0.42,0.22,0.17,TREGHEG128F92E05D7,7974992
Level 42,Something About You,5/31/1986,0.65,0.92,0.53,TRHCJMM128F933BEED,2413574
Dire Straits,Walk Of Life,1/25/1986,0.55,0.91,0.79,TRWNNYW128E07911E4,9067884
Miami Sound Machine,Bad Boy,5/10/1986,0.64,0.48,0.81,TRPVGQI128F426AD1F,2517962
Timex Social Club,Rumors,8/16/1986,0.88,0.84,0.65,TREXLSB12903CB737F,1256680
Thompson Twins,King For A Day,3/22/1986,0.71,0.59,0.61,TRFDHQH128F4290CF1,2515700
Anita Baker,Sweet Love,11/1/1986,0.33,0.68,0.68,TRVMUMY128F933D053,817905
Mr. Mister,Is It Love,5/31/1986,0.65,0.95,0.81,TRHHFRP128F4292954,1148317
Ben E. King,Stand By Me,12/20/1986,0.66,0.41,0.57,TRGQHOS128F93293A4,7540178
Lionel Richie,Love Will Conquer All,11/29/1986,0.79,0.49,0.81,TRIQKJM128F9335821,7822261
Miami Sound Machine,Conga,2/8/1986,0.66,0.97,0.53,TRUDLBI128F92E530B,836461
Stevie Wonder,Go Home,2/1/1986,0.77,0.8,0.87,TRDBYPW128F425F98E,1869380
Billy Joel,A Matter Of Trust,10/18/1986,0.67,0.54,0.82,TREEBNN128F42674BF,690957
Loverboy,This Could Be The Night,3/29/1986,0.28,0.48,0.32,TRLYZJI128F4268DE2,1019465
Pet Shop Boys,Opportunities (Let's Make Lots Of Money),8/2/1986,0.68,0.94,0.34,TRRZBMF128E0782853,782757
Billy Joel,Modern Woman,7/26/1986,0.78,0.81,0.96,TRLTWFT128F42674C0,717078
Loverboy,Heaven In Your Eyes,10/11/1986,0.44,0.54,0.35,TRYSIMG128F930399C,9661486
Simple Minds,Sanctify Yourself,3/15/1986,0.52,0.94,0.71,TREZJKU128F148DFB7,1143519
Eurythmics,Missionary Man,10/11/1986,0.62,0.62,0.68,TRAFYGA128F425A92C,746049
38 Special,Like No Other Night,7/5/1986,0.42,0.96,0.61,TRVYLBB128F148B365,9736599
Bryan Adams,It's Only Love,1/18/1986,0.37,0.87,0.42,TRWAKHG128E0791D91,1390224
Klymaxx,Man Size Love,9/13/1986,0.88,0.72,0.96,TRNPLUE128F1459AC4,3030765
Billy Ocean,Love Is Forever,12/27/1986,0.53,0.4,0.06,TRQPZEL128F92E311E,1834380
Jermaine Jackson,I Think It's Love,4/26/1986,0.45,0.62,0.88,TRFDOXW128F428CB5C,7368959
Night Ranger,Goodbye,2/1/1986,0.28,0.49,0.38,TRBBBCS128F4292D27,1432959
Hooters,Day By Day,2/22/1986,0.25,0.89,0.49,TRETSQE128F426A9DF,4865660
Electric Light Orchestra,Calling America,4/5/1986,0.64,0.7,0.91,TRCXFKM128F4273CEF,7486304
Corey Hart,I Am By Your Side,11/15/1986,0.64,0.52,0.53,TRFFEHQ128F145B45B,1719639
Steve Winwood,Freedom Overspill,11/22/1986,0.66,0.83,0.86,TRIVTUS128C71967F7,1011757
Sade,Never As Good As The First Time,5/17/1986,0.67,0.62,0.76,TRLKURF128F42598CE,744963
ZZ Top,Stages,3/8/1986,0.52,0.77,0.95,TRXFRBU128F92FD8F3,831102
Ready For The World,Digital Display,2/22/1986,0.7,0.75,0.86,TRFILQH128F14958AA,3411874
Robert Tepper,No Easy Way Out,3/29/1986,0.53,0.72,0.64,TRZENAQ128F9314A87,2778371
ZZ Top,Rough Boy,5/17/1986,0.46,0.72,0.57,TRFLNKF128F92FD8F5,1771823
Stevie Wonder,Overjoyed,4/12/1986,0.21,0.4,0.14,TRKZYBB128F92CC97D,8684374
Starship,Tomorrow Doesn't Matter Tonight,5/24/1986,0.63,0.81,0.3,TRTCWDY128F92FFB77,6079734
'Til Tuesday,What About Love,11/22/1986,0.52,0.74,0.63,TRSUGUN128F427C0F9,1691219
Tears For Fears,Mothers Talk,5/24/1986,0.6,0.98,0.53,TRGTYNW128F933BF1A,857391
Bangles,If She Knew What She Wants,7/12/1986,0.59,0.72,0.66,TRHLJBH128F4273578,7679633
Corey Hart,Everything In My Heart,2/1/1986,0.46,0.52,0.63,TRCLYXT128F145B451,1410760
Nancy Martinez,For Tonight,12/27/1986,0.8,0.74,0.9,TRLHWVZ128F92E99D7,4780827
Julian Lennon,Stick Around,5/10/1986,0.6,0.52,0.55,TRJWWPS128F930286F,5814123
Robert Palmer,Hyperactive,7/19/1986,0.64,0.85,0.97,TRBYLTC128F92E2358,1169361
Arcadia,Goodbye Is Forever,3/8/1986,0.7,0.55,0.83,TRTVVQK128F14571A4,886381
Honeymoon Suite,Feel It Again,5/10/1986,0.59,0.64,0.56,TRLNPVN128F4285C12,928187
ZZ Top,Velcro Fly,8/30/1986,0.6,0.94,0.94,TRFAUSK128F92FD8FA,831107
Five Star,Can't Wait Another Minute,11/1/1986,0.65,0.84,0.56,TRQIAWV128F4290C30,3252456
Dan Seals,Bop,3/15/1986,0.8,0.57,0.97,TRQMEYH128F145B5A4,4080035
Midnight Star,Midas Touch,11/15/1986,0.83,0.62,0.94,TRBWHKV128F92D3F54,9706259
Gwen Guthrie,Ain't Nothin' Goin' On But The Rent,9/27/1986,0.75,0.87,0.96,TRNJWQX128E078492C,8219197
Queen,A Kind Of Magic,8/9/1986,0.29,0.91,0.2,TRWQXAK128E0780DD4,3096971
Wax,Right Between The Eyes,5/10/1986,0.59,0.73,0.62,TRFKTUN12903CE4F61,1949058
El DeBarge,Love Always,9/20/1986,0.68,0.48,0.47,TRHVYKL128F1460BB1,1170121
Starpoint,Restless,4/26/1986,0.72,0.59,0.95,TRVFXXI128F92E95BF,2761424
Asia,Go,1/18/1986,0.46,0.97,0.4,TRAXIUT12903CFB5AA,5102621
Meli'sa Morgan,Do Me Baby,3/15/1986,0.76,0.32,0.6,TRRUFRM128F424134A,4584404
Chicago,25 Or 6 To 4,9/27/1986,0.29,0.6,0.45,TRKDQZA12903CB756D,1225767
Honeymoon Suite,What Does It Take,9/13/1986,0.38,0.58,0.22,TRJSOXJ128E0795017,928188
Neil Diamond,Headed For The Future,6/28/1986,0.64,0.73,0.4,TRIPCVY128F4274C9F,1149084
Don Johnson,Heartache Away,12/27/1986,0.68,0.46,0.43,TRYSPST128F42659F3,1262674
Paul Young,Everything Must Change,1/11/1986,0.51,0.5,0.59,TRNOUIU128F932A596,2192079
Atlantic Starr,If Your Heart Isn't In It,5/24/1986,0.63,0.4,0.29,TRZNLJZ128F931FE8E,5134226
Five Star,Let Me Be The One,3/1/1986,0.69,0.8,0.76,TRQGPXA128F4292C9A,3432391
Kenny Loggins,Playing With The Boys,9/13/1986,0.64,0.85,0.91,TRJAAOG128F4277770,4144967
Pet Shop Boys,Love Comes Quickly,10/4/1986,0.57,0.52,0.73,TRZRQAV128E0782852,782758
Orchestral Manoeuvres In The Dark,Secret,2/1/1986,0.7,0.46,0.9,TRPCVQV128F1469616,9479752
Paul Young,Some People,12/13/1986,0.71,0.75,0.86,TRULGRX128F425A008,2051850
Eurythmics,Thorn In My Side,12/6/1986,0.7,0.66,0.81,TRJCQQA128F42AD0C0,746050
Starship,Before I Go,7/26/1986,0.74,0.78,0.58,TRSEBUU128F4289A08,1177348
Loverboy,Lead A Double Life,5/17/1986,0.37,0.74,0.95,TRCXBKY128F4269E0D,1019467
Ozzy Osbourne,Shot In The Dark,4/26/1986,0.23,0.96,0.28,TRSUFMF128F9306F6C,830533
Mai Tai,Female Intuition,6/21/1986,0.68,0.86,0.68,TRLZMYQ128F92D01FB,1978095
Bananarama,More Than Physical,11/8/1986,0.81,0.83,0.97,TRHFTEK128EF34272D,8318213
Feargal Sharkey,A Good Heart,4/5/1986,0.64,0.87,0.78,TRBOFSY128F1469651,7572833
Jimmy Barnes,Working Class Man,4/26/1986,0.23,0.95,0.43,TRBKVVJ128F932E11E,3561448
Air Supply,Lonely Is The Night,9/6/1986,0.43,0.28,0.37,TRIQCXV128F42AE415,3710905
diVINYLS,Pleasure And Pain,3/1/1986,0.63,0.48,0.81,TRCKRQV128F145C0F0,4726321
John Waite,If Anybody Had A Heart,7/19/1986,0.45,0.56,0.89,TREAAOS128F146B1AB,1522594
Fine Young Cannibals,Johnny Come Home,4/26/1986,0.77,0.86,0.96,TRVCLKN128F42660FE,1716092
Klymaxx,The Men All Pause,3/15/1986,0.81,0.49,0.82,TRCUJEV128F1459AC0,1152705
Billy Squier,Love Is The Hero,10/25/1986,0.54,0.69,0.53,TRDQFHG128F1466CC4,2225006
John Fogerty,Eye Of The Zombie,9/20/1986,0.75,0.8,0.8,TRYKULM128F425D2D4,1303974
Oingo Boingo,Just Another Day,2/8/1986,0.55,0.77,0.79,TRJCXTK128F1467384,793071
Joni Mitchell,Good Friends,1/11/1986,0.82,0.75,0.8,TRUEXMU128F148D14F,2354733
Robert Tepper,Don't Walk Away,5/17/1986,0.56,0.79,0.88,TRBYFSD128F9314A89,2778373
Barry Manilow,I'm Your Man,7/26/1986,0.78,0.77,0.94,TROTUYE128F42AA717,2325104
Level 42,Hot Water,8/2/1986,0.69,0.92,0.66,TRGWPPP128F42641C6,2428029
Baltimora,Living In The Background,4/26/1986,0.74,0.55,0.91,TRYZHRB128F42782F4,9264018
Jennifer Holliday,No Frills Love,2/15/1986,0.68,0.76,0.8,TROUITZ128F931E8AC,5739401
Far Corporation,Stairway To Heaven,10/18/1986,0.4,0.66,0.17,TRNGTJI128F92FCB8E,2663459
Talk Talk,Life's What You Make It,2/15/1986,0.52,0.53,0.51,TRWSLUE128EF33FB82,733092
ABC,Vanity Kills,5/24/1986,0.83,0.92,0.92,TRWLPXG128F1452C46,7658709
Scritti Politti,Wood Beez (pray like aretha franklin),2/15/1986,0.72,0.84,0.78,TRUYDXE128F424C207,5660953
R.E.M.,Fall On Me,10/11/1986,0.45,0.83,0.53,TRDRZRI128E07823FF,706320
David Pack,Prove Me Wrong,2/1/1986,0.55,0.65,0.92,TRZKCEB12903CDB5EF,4714521
Steve Miller Band,I Want To Make The World Turn Around,11/22/1986,0.52,0.66,0.68,TRYXHPR128F14595B6,1204599
Bon Jovi,Livin' On A Prayer,2/14/1987,0.5,0.41,0.31,TRLQTMK128E07810A3,2691004
Heart,Alone,7/11/1987,0.37,0.18,0.13,TRZIWKW128F92C959B,1194334
U2,With Or Without You,5/16/1987,0.55,0.48,0.12,TRHMSJW128F148FE2A,2206307
Los Lobos,La Bamba,8/29/1987,0.46,0.67,0.89,TRDYADZ12903C9AD60,3095217
Starship,Nothing's Gonna Stop Us Now,4/4/1987,0.67,0.48,0.69,TREQRRE128F92E96BE,1394575
U2,I Still Haven't Found What I'm Looking For,8/8/1987,0.51,0.26,0.27,TRNMKEH128F42B62AD,1628648
Whitney Houston,Didn't We Almost Have It All,9/26/1987,0.54,0.61,0.27,TRABQDP128F42921F8,977541
Tiffany,I Think We're Alone Now,11/7/1987,0.62,0.87,0.67,TRHUILT128F424BBC6,4002700
Cutting Crew,(I Just) Died In Your Arms,5/2/1987,0.55,0.47,0.44,TRCDNFU128F92DF6FB,7081176
Michael Jackson,Bad,10/24/1987,0.8,0.87,0.36,TRBCMYX128F92EB4BA,787885
Gregory Abbott,Shake You Down,1/17/1987,0.79,0.52,0.77,TRCOQTI128F4261DF7,1287102
Atlantic Starr,Always,6/13/1987,0.58,0.59,0.33,TRUQSZO12903CB4252,2275492
Belinda Carlisle,Heaven Is A Place On Earth,12/5/1987,0.61,0.9,0.71,TRGTGJR128F92D2C42,921559
Kim Wilde,You Keep Me Hangin' On,6/6/1987,0.68,0.67,0.66,TRBWNRL128E0784933,727504
Jody Watley,Looking For A New Love,5/2/1987,0.84,0.57,0.67,TRNZBEW128F422B89B,5621408
Robbie Nevil,C'est La Vie,1/17/1987,0.71,0.92,0.97,TREQPPW128F148778C,9058196
Crowded House,Don't Dream It's Over,4/25/1987,0.39,0.28,0.35,TRGWWRE128E0781CDE,7779655
George Michael,I Want Your Sex,8/8/1987,0.81,0.59,0.81,TRGNGKL128F92F5DE9,9649473
Duran Duran,Notorious,1/10/1987,0.78,0.8,0.82,TRRBEIE128E0782B31,3016102
Georgia Satellites,Keep Your Hands To Yourself,2/21/1987,0.57,0.84,0.86,TRFGCYJ128F933CF4A,821503
Europe,Carrie,10/10/1987,0.33,0.64,0.35,TRAVGAF128F4271A55,4384518
Richard Marx,Should've Known Better,12/12/1987,0.56,0.58,0.8,TRHFUMC128F1465DD8,7572835
Suzanne Vega,Luka,8/22/1987,0.75,0.22,0.75,TRNWEYN128E0793C6E,1622042
Richard Marx,Don't Mean Nothing,8/29/1987,0.67,0.85,0.79,TRIIZVV128F1465DD5,852104
Bananarama,I Heard A Rumour,9/26/1987,0.69,0.93,0.91,TRVDMXR128E078A9BF,6033066
T'Pau,Heart And Soul,8/8/1987,0.5,0.4,0.53,TRXQHGX128F9364CE7,2668899
Genesis,Land Of Confusion,1/31/1987,0.59,0.41,0.76,TREMPWH128F1481E38,12445929
Samantha Fox,Touch Me (I Want Your Body),2/14/1987,0.6,0.91,0.59,TRBQORR128F92FCD4B,8952806
Kenny G,Songbird,7/11/1987,0.3,0.19,0.14,TRKLCNM128F428CE95,9035594
Gloria Estefan,Rhythm Is Gonna Get You,8/1/1987,0.77,0.88,0.83,TRJYNLX128F426AFB6,2245604
Bruce Springsteen,Brilliant Disguise,11/21/1987,0.66,0.64,0.88,TREBOSQ128F427BD53,2783046
ABC,When Smokey Sings,9/19/1987,0.61,0.87,0.67,TRPQWHY12903CD94FB,6333133
Bruce Willis,Respect Yourself,3/7/1987,0.72,0.7,0.55,TRYVPAS128E078EA5F,2528573
Swing Out Sister,Breakout,11/14/1987,0.71,0.74,0.78,TRBSIHA128F145A7E7,9045938
Bryan Adams,Heat Of The Night,5/16/1987,0.47,0.97,0.62,TRBSKVX128E0791D44,941908
Bon Jovi,Wanted Dead Or Alive,6/6/1987,0.25,0.81,0.24,TRRQJKH128F9339304,8741330
Heart,Who Will You Run To,10/3/1987,0.58,0.88,0.63,TRTOLKB128F14571B5,1194333
